DATE,USALORSGPNOSTSAM
1978-04-01,101.303059384083
1978-05-01,101.707531477764
1978-06-01,102.070405884815
1978-07-01,102.366066282102
1978-08-01,102.592036432147
1978-09-01,102.753153730943
1978-10-01,102.850607354775
1978-11-01,102.882902542662
1978-12-01,102.851567943172
1979-01-01,102.771652885489
1979-02-01,102.663243228323
1979-03-01,102.546713799881
1979-04-01,102.440337171513
1979-05-01,102.357299189336
1979-06-01,102.30227998486
1979-07-01,102.266608508675
1979-08-01,102.234629867165
1979-09-01,102.188846905542
1979-10-01,102.11499093902
1979-11-01,101.998317818819
1979-12-01,101.82215777668
1980-01-01,101.569768807659
1980-02-01,101.23194352171
1980-03-01,100.820024236709
1980-04-01,100.384639416664
1980-05-01,99.9916947631132
1980-06-01,99.7009409681199
1980-07-01,99.5424282648444
1980-08-01,99.5253557025928
1980-09-01,99.6370169774949
1980-10-01,99.8478371438791
1980-11-01,100.112759648482
1980-12-01,100.382042507317
1981-01-01,100.608338678422
1981-02-01,100.756255374606
1981-03-01,100.815044577262
1981-04-01,100.802632234508
1981-05-01,100.749800940248
1981-06-01,100.675302177
1981-07-01,100.563920505175
1981-08-01,100.385212267644
1981-09-01,100.114694087968
1981-10-01,99.7593668665063
1981-11-01,99.3437203308541
1981-12-01,98.9016525150791
1982-01-01,98.4727111384067
1982-02-01,98.0914600293156
1982-03-01,97.7761611631692
1982-04-01,97.5141114047264
1982-05-01,97.281417801156
1982-06-01,97.0582786238735
1982-07-01,96.8417119815384
1982-08-01,96.6411789467128
1982-09-01,96.4735761307909
1982-10-01,96.3569310608295
1982-11-01,96.3096608931278
1982-12-01,96.3459359696622
1983-01-01,96.4657453662589
1983-02-01,96.6628330093192
1983-03-01,96.9261179671203
1983-04-01,97.2350654112705
1983-05-01,97.5684977871665
1983-06-01,97.9097468490008
1983-07-01,98.2496716002429
1983-08-01,98.5842990217964
1983-09-01,98.9120665556889
1983-10-01,99.230950058285
1983-11-01,99.5380924914112
1983-12-01,99.8296303701776
1984-01-01,100.100941925348
1984-02-01,100.345848741376
1984-03-01,100.556887725642
1984-04-01,100.727128379694
1984-05-01,100.850295638633
1984-06-01,100.923510887763
1984-07-01,100.953103583996
1984-08-01,100.948915489333
1984-09-01,100.921520785861
1984-10-01,100.881711553699
1984-11-01,100.83882050336
1984-12-01,100.799834155307
1985-01-01,100.768634356903
1985-02-01,100.747980404686
1985-03-01,100.740829192601
1985-04-01,100.750809831217
1985-05-01,100.780061939226
1985-06-01,100.825781780473
1985-07-01,100.875317207754
1985-08-01,100.913164145413
1985-09-01,100.9275969189
1985-10-01,100.91804714702
1985-11-01,100.888748626581
1985-12-01,100.844095176287
1986-01-01,100.785440954245
1986-02-01,100.712973022935
1986-03-01,100.628597213345
1986-04-01,100.539817949012
1986-05-01,100.454976897885
1986-06-01,100.378919188108
1986-07-01,100.308490300494
1986-08-01,100.237662934786
1986-09-01,100.162276758939
1986-10-01,100.084832578614
1986-11-01,100.011460404295
1986-12-01,99.9491507660537
1987-01-01,99.902815696495
1987-02-01,99.8758673959415
1987-03-01,99.869737018374
1987-04-01,99.8820899353124
1987-05-01,99.9103728246971
1987-06-01,99.9540920245781
1987-07-01,100.016020702634
1987-08-01,100.098401981197
1987-09-01,100.197926902312
1987-10-01,100.299305071576
1987-11-01,100.384767171212
1987-12-01,100.443498836304
1988-01-01,100.482262793619
1988-02-01,100.514497691764
1988-03-01,100.550958399789
1988-04-01,100.590977194393
1988-05-01,100.629597677014
1988-06-01,100.664544964052
1988-07-01,100.703393870223
1988-08-01,100.756839344521
1988-09-01,100.831850335847
1988-10-01,100.923923149602
1988-11-01,101.022990912347
1988-12-01,101.118217117211
1989-01-01,101.202418909265
1989-02-01,101.27087723805
1989-03-01,101.321074644461
1989-04-01,101.353699169288
1989-05-01,101.370177213931
1989-06-01,101.371621710814
1989-07-01,101.35909775965
1989-08-01,101.334787152693
1989-09-01,101.304305314604
1989-10-01,101.280005722105
1989-11-01,101.273984924408
1989-12-01,101.290838222281
1990-01-01,101.319257637603
1990-02-01,101.340226039457
1990-03-01,101.334469846312
1990-04-01,101.290552692485
1990-05-01,101.200429849788
1990-06-01,101.057848534448
1990-07-01,100.860155264533
1990-08-01,100.607974244077
1990-09-01,100.308891231685
1990-10-01,99.9850047603744
1990-11-01,99.6642732720406
1990-12-01,99.3739143710879
1991-01-01,99.1338700877598
1991-02-01,98.9572210119421
1991-03-01,98.8470345927463
1991-04-01,98.7886461661839
1991-05-01,98.7616142818863
1991-06-01,98.7477888452077
1991-07-01,98.7370669642376
1991-08-01,98.7268811672359
1991-09-01,98.7214000503339
1991-10-01,98.7306069320595
1991-11-01,98.7659301800237
1991-12-01,98.8347340293655
1992-01-01,98.9328055486296
1992-02-01,99.050950354343
1992-03-01,99.1793005989389
1992-04-01,99.3100185763989
1992-05-01,99.4371554564236
1992-06-01,99.556160760948
1992-07-01,99.6634608803853
1992-08-01,99.7547526682118
1992-09-01,99.8239461194133
1992-10-01,99.8630720557535
1992-11-01,99.8648774491686
1992-12-01,99.8273845792322
1993-01-01,99.7608913649097
1993-02-01,99.6803394371627
1993-03-01,99.5996333890472
1993-04-01,99.5268753489959
1993-05-01,99.4677331757603
1993-06-01,99.428061654193
1993-07-01,99.4153746306765
1993-08-01,99.4367487651625
1993-09-01,99.494631448541
1993-10-01,99.5800067526455
1993-11-01,99.6802261829658
1993-12-01,99.7846230555185
1994-01-01,99.8888495481536
1994-02-01,99.9913160633177
1994-03-01,100.08941935559
1994-04-01,100.175673260118
1994-05-01,100.241794586018
1994-06-01,100.283418765582
1994-07-01,100.306022222595
1994-08-01,100.317317060851
1994-09-01,100.320828602237
1994-10-01,100.310128737449
1994-11-01,100.274753661763
1994-12-01,100.206933436001
1995-01-01,100.109852015288
1995-02-01,99.9924503188417
1995-03-01,99.8661919145362
1995-04-01,99.7431763352525
1995-05-01,99.633694554047
1995-06-01,99.5434628215562
1995-07-01,99.4697833304458
1995-08-01,99.4071417930268
1995-09-01,99.3514083842431
1995-10-01,99.303060311057
1995-11-01,99.2664893398049
1995-12-01,99.2486373406825
1996-01-01,99.2566494441025
1996-02-01,99.2955140072834
1996-03-01,99.3636835603416
1996-04-01,99.4462852960234
1996-05-01,99.5242736829977
1996-06-01,99.5823231288855
1996-07-01,99.6168442798271
1996-08-01,99.6304711583528
1996-09-01,99.6280556115295
1996-10-01,99.6140097926693
1996-11-01,99.5936250476847
1996-12-01,99.5750813172649
1997-01-01,99.5717750091835
1997-02-01,99.5968343086033
1997-03-01,99.6564748042992
1997-04-01,99.7412075763236
1997-05-01,99.8346295112224
1997-06-01,99.9202244171818
1997-07-01,99.9874051475546
1997-08-01,100.030349863807
1997-09-01,100.048041748299
1997-10-01,100.045929726594
1997-11-01,100.031795848945
1997-12-01,100.013000624429
1998-01-01,99.9945705042822
1998-02-01,99.9805499451406
1998-03-01,99.9752990556766
1998-04-01,99.9844548521392
1998-05-01,100.013988252348
1998-06-01,100.068233124194
1998-07-01,100.146455128762
1998-08-01,100.244319494601
1998-09-01,100.353608832766
1998-10-01,100.460512479143
1998-11-01,100.550668493398
1998-12-01,100.614379997304
1999-01-01,100.653026642208
1999-02-01,100.674380261589
1999-03-01,100.689755038473
1999-04-01,100.712473146684
1999-05-01,100.754852396272
1999-06-01,100.824781842286
1999-07-01,100.920981708905
1999-08-01,101.036302750568
1999-09-01,101.159186171592
1999-10-01,101.273819701756
1999-11-01,101.36664377066
1999-12-01,101.433534948067
2000-01-01,101.488603360352
2000-02-01,101.549520212503
2000-03-01,101.623821359068
2000-04-01,101.694922576283
2000-05-01,101.736866069714
2000-06-01,101.729385749905
2000-07-01,101.675104947348
2000-08-01,101.585895530146
2000-09-01,101.472731877871
2000-10-01,101.338288406082
2000-11-01,101.181522424593
2000-12-01,101.003909531815
2001-01-01,100.81735404909
2001-02-01,100.635239486656
2001-03-01,100.464404499584
2001-04-01,100.297069181659
2001-05-01,100.121098308799
2001-06-01,99.9300106184227
2001-07-01,99.7335853371187
2001-08-01,99.5492984703588
2001-09-01,99.3943774783846
2001-10-01,99.2772209273207
2001-11-01,99.2003024568784
2001-12-01,99.1603829595449
2002-01-01,99.1458535443934
2002-02-01,99.1423077837492
2002-03-01,99.1362738857851
2002-04-01,99.1181609500482
2002-05-01,99.0813198936413
2002-06-01,99.0219656031931
2002-07-01,98.9404215528355
2002-08-01,98.839850100536
2002-09-01,98.7265599499942
2002-10-01,98.6116573671978
2002-11-01,98.5082769101219
2002-12-01,98.42896410483
2003-01-01,98.3822658823431
2003-02-01,98.3751511002049
2003-03-01,98.4130494577802
2003-04-01,98.49700586748
2003-05-01,98.6249488667507
2003-06-01,98.7895556120592
2003-07-01,98.9728362529223
2003-08-01,99.1533033883297
2003-09-01,99.3117522471894
2003-10-01,99.4372123392114
2003-11-01,99.5248219335292
2003-12-01,99.5759773774397
2004-01-01,99.6011124840033
2004-02-01,99.6137665501807
2004-03-01,99.6265184015366
2004-04-01,99.6478515505983
2004-05-01,99.683196636298
2004-06-01,99.7353798845824
2004-07-01,99.804088580311
2004-08-01,99.8874995964025
2004-09-01,99.9827493023892
2004-10-01,100.085384362587
2004-11-01,100.189790209779
2004-12-01,100.289141942515
2005-01-01,100.375292124051
2005-02-01,100.441081767706
2005-03-01,100.483683325898
2005-04-01,100.509483903199
2005-05-01,100.528445935887
2005-06-01,100.549804840116
2005-07-01,100.578416132272
2005-08-01,100.617136834933
2005-09-01,100.668837208174
2005-10-01,100.73784684345
2005-11-01,100.826386996615
2005-12-01,100.929925994836
2006-01-01,101.031282831912
2006-02-01,101.109615890208
2006-03-01,101.14978043316
2006-04-01,101.15352397919
2006-05-01,101.131615771327
2006-06-01,101.098765728195
2006-07-01,101.070624954369
2006-08-01,101.059934477526
2006-09-01,101.072610986347
2006-10-01,101.102825362261
2006-11-01,101.140616754043
2006-12-01,101.178454996285
2007-01-01,101.217489522778
2007-02-01,101.263047868367
2007-03-01,101.320286283464
2007-04-01,101.389605612458
2007-05-01,101.468453847264
2007-06-01,101.552483173136
2007-07-01,101.636244763186
2007-08-01,101.713080624731
2007-09-01,101.775252824951
2007-10-01,101.814786871412
2007-11-01,101.825802762826
2007-12-01,101.808665460577
2008-01-01,101.776339983081
2008-02-01,101.74225970133
2008-03-01,101.709482037326
2008-04-01,101.66016855696
2008-05-01,101.565130105256
2008-06-01,101.39473969339
2008-07-01,101.133242399117
2008-08-01,100.776200674208
2008-09-01,100.334404681893
2008-10-01,99.8443582628814
2008-11-01,99.3514889541548
2008-12-01,98.897273080497
2009-01-01,98.5070963517191
2009-02-01,98.1966174408003
2009-03-01,97.9734236060812
2009-04-01,97.8328775726876
2009-05-01,97.7672219446615
2009-06-01,97.7685671986056
2009-07-01,97.8264207412169
2009-08-01,97.9306354729106
2009-09-01,98.0702064238394
2009-10-01,98.2286185899225
2009-11-01,98.3902965774439
2009-12-01,98.545617809585
2010-01-01,98.6955930720003
2010-02-01,98.84595305037
2010-03-01,99.0014192935792
2010-04-01,99.1597484140979
2010-05-01,99.3144787010333
2010-06-01,99.4573164574929
2010-07-01,99.5806277007951
2010-08-01,99.6769555863476
2010-09-01,99.7397710087554
2010-10-01,99.76599084072
2010-11-01,99.7558001222757
2010-12-01,99.7149114880766
2011-01-01,99.6592348113652
2011-02-01,99.606499650794
2011-03-01,99.5688288640317
2011-04-01,99.5449932619095
2011-05-01,99.5296630699133
2011-06-01,99.5214560488705
2011-07-01,99.5301906015995
2011-08-01,99.569351545858
2011-09-01,99.6472107580362
2011-10-01,99.7555757184891
2011-11-01,99.8785439515477
2011-12-01,99.9988710850785
2012-01-01,100.103149343583
2012-02-01,100.181230309433
2012-03-01,100.226639301712
2012-04-01,100.238699863443
2012-05-01,100.219721089617
2012-06-01,100.174416550112
2012-07-01,100.11140062629
2012-08-01,100.040862689113
2012-09-01,99.9734052751197
2012-10-01,99.9193241769699
2012-11-01,99.886283305141
2012-12-01,99.8759340831354
2013-01-01,99.8789096167463
2013-02-01,99.8831372163592
2013-03-01,99.881038837783
2013-04-01,99.8765013372628
2013-05-01,99.8778139335763
2013-06-01,99.89068639208
2013-07-01,99.910753398646
2013-08-01,99.9281259681354
2013-09-01,99.9313022224761
2013-10-01,99.9111632301937
2013-11-01,99.8643970255699
2013-12-01,99.7984630246315
2014-01-01,99.7383070781407
2014-02-01,99.7133424969573
2014-03-01,99.7440671908564
2014-04-01,99.8261181173503
2014-05-01,99.9425980403549
2014-06-01,100.072491617281
2014-07-01,100.196512913809
2014-08-01,100.299886916518
2014-09-01,100.37548718399
2014-10-01,100.42835577841
2014-11-01,100.468028116196
2014-12-01,100.502401344257
2015-01-01,100.532500849197
2015-02-01,100.554930103685
2015-03-01,100.56457494449
2015-04-01,100.557807308531
2015-05-01,100.532008708031
2015-06-01,100.486235576214
2015-07-01,100.423211788071
2015-08-01,100.347641002002
2015-09-01,100.26574654257
2015-10-01,100.185705385974
2015-11-01,100.115017807438
2015-12-01,100.057767771829
2016-01-01,100.011229200854
2016-02-01,99.9703418656278
2016-03-01,99.9313801354677
2016-04-01,99.8951888471585
2016-05-01,99.8646221801334
2016-06-01,99.841791896342
2016-07-01,99.8249187129707
2016-08-01,99.8105869015742
2016-09-01,99.7955514052284
2016-10-01,99.7783471608397
2016-11-01,99.7589366738192
2016-12-01,99.7385095590223
2017-01-01,99.719438361056
2017-02-01,99.7048610711575
2017-03-01,99.6981714176109
2017-04-01,99.7021940582695
2017-05-01,99.7195892212667
2017-06-01,99.7524924502282
2017-07-01,99.8011990974771
2017-08-01,99.8649662346982
2017-09-01,99.9416775022258
2017-10-01,100.026424466647
2017-11-01,100.11366522549
2017-12-01,100.198808941711
2018-01-01,100.279628729226
2018-02-01,100.35446195609
2018-03-01,100.42073295888
2018-04-01,100.473924627645
2018-05-01,100.50873081923
2018-06-01,100.52117908837
2018-07-01,100.512100928677
2018-08-01,100.485311027588
2018-09-01,100.44737680889
2018-10-01,100.408712496595
2018-11-01,100.380399945515
2018-12-01,100.371156620489
2019-01-01,100.383649511395
2019-02-01,100.417017026822
2019-03-01,100.467873975772
2019-04-01,100.529867226928
2019-05-01,100.596009840167
2019-06-01,100.660270285643
2019-07-01,100.718920909857
2019-08-01,100.770043690738
2019-09-01,100.813492330446
2019-10-01,100.851447886575
2019-11-01,100.885317539484
2019-12-01,100.913087321146
2020-01-01,100.927030623122
2020-02-01,100.915423286228
2020-03-01,96.0480498377105
2020-04-01,93.0604960401877
2020-05-01,91.5421685466307
2020-06-01,93.348964145908
2020-07-01,95.1340490954664
2020-08-01,96.8957809604555
2020-09-01,97.0767669559361
2020-10-01,97.2616433526933
2020-11-01,97.4633907582416
2020-12-01,97.8319339046752
2021-01-01,98.2258122559079
2021-02-01,98.6038190892181
2021-03-01,98.8240842945306
2021-04-01,99.0001110076982
2021-05-01,99.1481205672599
2021-06-01,99.3145727756058
2021-07-01,99.4902568622192
2021-08-01,99.6710711465061
2021-09-01,99.8482751129009
2021-10-01,99.9982617968098
2021-11-01,100.094688966865
2021-12-01,100.122613170985
2022-01-01,100.096355418808
2022-02-01,100.041415270938
